time_ns,joint_name,hardware_position,ros_position,error
1783426741935604172,cylinder_to_arm1_joint,-0.12391837522712172,-0.12391837522712172,0.0
1783426741935604172,arm_link1_to_arm2_joint,-0.15956569798787434,-0.15956569798787434,0.0
1783426741935604172,arm_link2_to_arm3_joint,-0.15956569798787434,-0.15956569798787434,0.0
1783426741935604172,arm_link3_to_arm4_joint,-0.15956569798787434,-0.15956569798787434,0.0
1783426741935604172,arm_link4_to_armFork_joint,0.22637166774706502,0.22637166774706502,0.0
1783426741935604172,basket_link_to_armFork_joint,0.008388025327368072,0.008539825509502589,0.00015180018213451635
1783426741935604172,basket_crane_link_to_basket_link,,0.0,
1783426741935604172,winch_link_to_basket_crane_link,-6.6787261962890625,-6.678722381591797,3.814697265625e-06
1783426742035536515,base_to_cylinder_joint,-0.008726645739822998,-0.008726645739822998,0.0
1783426742035536515,cylinder_to_arm1_joint,-0.12566370281464037,-0.12566370281464037,0.0
1783426742035536515,arm_link1_to_arm2_joint,-0.1625959981282552,-0.1625959981282552,0.0
1783426742035536515,arm_link2_to_arm3_joint,-0.1625959981282552,-0.1625959981282552,0.0
1783426742035536515,arm_link3_to_arm4_joint,-0.1625959981282552,-0.1625959981282552,0.0
1783426742035536515,arm_link4_to_armFork_joint,0.22811699533458366,0.22811699533458366,0.0
1783426742035536515,basket_link_to_armFork_joint,0.008084291805044535,0.008134891865756042,5.0600060711506606e-05
1783426742035536515,basket_crane_link_to_basket_link,,0.0,
1783426742035536515,winch_link_to_basket_crane_link,-6.678741455078125,-6.678745269775391,-3.814697265625e-06
1783426742135573746,base_to_cylinder_joint,-0.008726645739822998,-0.008726645739822998,0.0
1783426742135573746,cylinder_to_arm1_joint,-0.12566370281464037,-0.12566370281464037,0.0
1783426742135573746,arm_link1_to_arm2_joint,-0.16461619822184245,-0.16461619822184245,0.0
1783426742135573746,arm_link2_to_arm3_joint,-0.16461619822184245,-0.16461619822184245,0.0
1783426742135573746,arm_link3_to_arm4_joint,-0.16461619822184245,-0.16461619822184245,0.0
1783426742135573746,arm_link4_to_armFork_joint,0.22811699533458366,0.22811699533458366,0.0
1783426742135573746,basket_link_to_armFork_joint,0.008084291805044535,0.008084291805044535,0.0
1783426742135573746,basket_crane_link_to_basket_link,,0.0,
1783426742135573746,winch_link_to_basket_crane_link,-6.678737640380859,-6.678733825683594,3.814697265625e-06
1783426742235540855,base_to_cylinder_joint,-0.008726645739822998,-0.008726645739822998,0.0
1783426742235540855,cylinder_to_arm1_joint,-0.127409030402159,-0.127409030402159,0.0
1783426742235540855,arm_link1_to_arm2_joint,-0.1676464983622233,-0.1676464983622233,0.0
1783426742235540855,arm_link2_to_arm3_joint,-0.1676464983622233,-0.1676464983622233,0.0
1783426742235540855,arm_link3_to_arm4_joint,-0.1676464983622233,-0.1676464983622233,0.0
1783426742235540855,arm_link4_to_armFork_joint,0.22986232292210232,0.22986232292210232,0.0
1783426742235540855,basket_link_to_armFork_joint,0.008388025327368072,0.008236225145233556,-0.00015180018213451635
1783426742235540855,basket_crane_link_to_basket_link,,0.0,
1783426742235540855,winch_link_to_basket_crane_link,-6.678703308105469,-6.6787109375,-7.62939453125e-06
1783426742335535375,base_to_cylinder_joint,-0.008726645739822998,-0.008726645739822998,0.0
1783426742335535375,cylinder_to_arm1_joint,-0.127409030402159,-0.127409030402159,0.0
1783426742335535375,arm_link1_to_arm2_joint,-0.17067679850260417,-0.17067679850260417,0.0
1783426742335535375,arm_link2_to_arm3_joint,-0.17067679850260417,-0.17067679850260417,0.0
1783426742335535375,arm_link3_to_arm4_joint,-0.17067679850260417,-0.17067679850260417,0.0
1783426742335535375,arm_link4_to_armFork_joint,0.22986232292210232,0.22986232292210232,0.0
1783426742335535375,basket_link_to_armFork_joint,0.008539825509502589,0.008539825509502589,0.0
1783426742335535375,basket_crane_link_to_basket_link,,0.0,
1783426742335535375,winch_link_to_basket_crane_link,-6.678703308105469,-6.678703308105469,0.0
1783426742435529985,base_to_cylinder_joint,-0.008726645739822998,-0.008726645739822998,0.0
1783426742435529985,cylinder_to_arm1_joint,-0.12915435798967767,-0.12915435798967767,0.0
1783426742435529985,arm_link1_to_arm2_joint,-0.17471719868977864,-0.17471719868977864,0.0
1783426742435529985,arm_link2_to_arm3_joint,-0.17471719868977864,-0.17471719868977864,0.0
1783426742435529985,arm_link3_to_arm4_joint,-0.17471719868977864,-0.17471719868977864,0.0
1783426742435529985,arm_link4_to_armFork_joint,0.23160765050962098,0.23160765050962098,0.0
1783426742435529985,basket_link_to_armFork_joint,0.008539825509502589,0.008539825509502589,0.0
1783426742435529985,basket_crane_link_to_basket_link,,0.0,
1783426742435529985,winch_link_to_basket_crane_link,-6.678730010986328,-6.6787261962890625,3.814697265625e-06
1783426742535575802,base_to_cylinder_joint,-0.008726645739822998,-0.008726645739822998,0.0
1783426742535575802,cylinder_to_arm1_joint,-0.12915435798967767,-0.12915435798967767,0.0
1783426742535575802,arm_link1_to_arm2_joint,-0.1787575988769531,-0.1787575988769531,0.0
1783426742535575802,arm_link2_to_arm3_joint,-0.1787575988769531,-0.1787575988769531,0.0
1783426742535575802,arm_link3_to_arm4_joint,-0.1787575988769531,-0.1787575988769531,0.0
1783426742535575802,arm_link4_to_armFork_joint,0.23160765050962098,0.23160765050962098,0.0
1783426742535575802,basket_link_to_armFork_joint,0.008084291805044535,0.008185491926467546,0.00010120012142301148
1783426742535575802,basket_crane_link_to_basket_link,,0.0,
1783426742535575802,winch_link_to_basket_crane_link,-6.678737640380859,-6.678737640380859,0.0
1783426742635579329,base_to_cylinder_joint,-0.008726645739822998,-0.008726645739822998,0.0
1783426742635579329,cylinder_to_arm1_joint,-0.1308996938995747,-0.1308996938995747,0.0
1783426742635579329,arm_link1_to_arm2_joint,-0.1827979990641276,-0.1827979990641276,0.0
1783426742635579329,arm_link2_to_arm3_joint,-0.1827979990641276,-0.1827979990641276,0.0
1783426742635579329,arm_link3_to_arm4_joint,-0.1827979990641276,-0.1827979990641276,0.0
1783426742635579329,arm_link4_to_armFork_joint,0.233352986419518,0.233352986419518,0.0
1783426742635579329,basket_link_to_armFork_joint,0.00803369174433303,0.00803369174433303,0.0
1783426742635579329,basket_crane_link_to_basket_link,,0.0,
1783426742635579329,winch_link_to_basket_crane_link,-6.678737640380859,-6.678737640380859,0.0
1783426742735534384,base_to_cylinder_joint,-0.008726645739822998,-0.008726645739822998,0.0
1783426742735534384,cylinder_to_arm1_joint,-0.13264502148709337,-0.13264502148709337,0.0
1783426742735534384,arm_link1_to_arm2_joint,-0.18683839925130208,-0.18683839925130208,0.0
1783426742735534384,arm_link2_to_arm3_joint,-0.18683839925130208,-0.18683839925130208,0.0
1783426742735534384,arm_link3_to_arm4_joint,-0.18683839925130208,-0.18683839925130208,0.0
1783426742735534384,arm_link4_to_armFork_joint,0.23509831400703665,0.23509831400703665,0.0
1783426742735534384,basket_link_to_armFork_joint,0.00828682520594506,0.008134891865756042,-0.00015193334018901924
1783426742735534384,basket_crane_link_to_basket_link,,0.0,
1783426742735534384,winch_link_to_basket_crane_link,-6.678714752197266,-6.678722381591797,-7.62939453125e-06
1783426742835540707,base_to_cylinder_joint,-0.008726645739822998,-0.008726645739822998,0.0
1783426742835540707,cylinder_to_arm1_joint,-0.13264502148709337,-0.13264502148709337,0.0
1783426742835540707,arm_link1_to_arm2_joint,-0.19087879943847655,-0.19087879943847655,0.0
1783426742835540707,arm_link2_to_arm3_joint,-0.19087879943847655,-0.19087879943847655,0.0
1783426742835540707,arm_link3_to_arm4_joint,-0.19087879943847655,-0.19087879943847655,0.0
1783426742835540707,arm_link4_to_armFork_joint,0.23509831400703665,0.23509831400703665,0.0
1783426742835540707,basket_link_to_armFork_joint,0.008539825509502589,0.008489225448791084,-5.060006071150487e-05
1783426742835540707,basket_crane_link_to_basket_link,,0.0,
1783426742835540707,winch_link_to_basket_crane_link,-6.678703308105469,-6.678703308105469,0.0
1783426742935539805,base_to_cylinder_joint,-0.008726645739822998,-0.008726645739822998,0.0
1783426742935539805,cylinder_to_arm1_joint,-0.134390349074612,-0.134390349074612,0.0
1783426742935539805,arm_link1_to_arm2_joint,-0.19491919962565105,-0.19491919962565105,0.0
1783426742935539805,arm_link2_to_arm3_joint,-0.19491919962565105,-0.19491919962565105,0.0
1783426742935539805,arm_link3_to_arm4_joint,-0.19491919962565105,-0.19491919962565105,0.0
1783426742935539805,arm_link4_to_armFork_joint,0.23684364159455532,0.23684364159455532,0.0
1783426742935539805,basket_link_to_armFork_joint,0.008539825509502589,0.008539825509502589,0.0
1783426742935539805,basket_crane_link_to_basket_link,,0.0,
1783426742935539805,winch_link_to_basket_crane_link,-6.678707122802734,-6.678707122802734,0.0
1783426743035560976,base_to_cylinder_joint,-0.008726645739822998,-0.008726645739822998,0.0
1783426743035560976,cylinder_to_arm1_joint,-0.134390349074612,-0.134390349074612,0.0
1783426743035560976,arm_link1_to_arm2_joint,-0.19996969985961913,-0.19996969985961913,0.0
1783426743035560976,arm_link2_to_arm3_joint,-0.19996969985961913,-0.19996969985961913,0.0
1783426743035560976,arm_link3_to_arm4_joint,-0.19996969985961913,-0.19996969985961913,0.0
1783426743035560976,arm_link4_to_armFork_joint,0.23684364159455532,0.23684364159455532,0.0
